Gene	Flowers	IL	ML	Stem	Root
CRO_T137068	2.31	5.1	1.94	0.48	0.39
CRO_T137069	35.41	13.89	14.91	9.16	17.35
CRO_T137071	165.73	209.2	207.49	292.31	226.28
CRO_T137072	114.52	75.17	77.35	65.04	109.05
CRO_T137073	34.38	21.71	16.67	36.43	20.55
CRO_T137074	35.91	28.75	24.03	33.22	43.72
CRO_T137075	11.99	15.1	12.06	58.71	41.73
CRO_T137076	0	0.08	0.1	0	0
CRO_T137077	0.98	0.37	0.52	1.06	1.56
CRO_T137078	0.2	0.99	0.23	0.84	1.87
CRO_T137079	6.35	70.05	141.77	26.03	37.87
CRO_T137080	4.72	6.47	6.95	9.49	9.01
CRO_T137081	0.15	0.27	0.38	0.62	0.84
CRO_T137082	49.59	10.33	15.76	55.68	51.17
CRO_T137083	51.66	653.67	806.98	20.86	67.7
CRO_T137084	1.1	0.86	0.34	0.71	1.12
CRO_T137085	29.8	56.05	19.61	51.82	32.83
CRO_T137086	8.75	4.42	0.52	11.6	1.26
CRO_T137087	19.08	106.46	75.11	22.03	14.33
CRO_T137088	0.54	0.88	0	1.32	0.26
CRO_T137089	195.48	100.47	101.51	330.69	208.82
CRO_T137090	0.29	0.43	0.07	0.41	0.55
CRO_T137091	1.98	3.23	2.04	2.64	2.58
CRO_T137092	7.22	5.69	7.37	9.56	9.96
CRO_T137093	0.23	0	0	0	0
CRO_T137095	8.3	11.08	12.14	12.9	8.87
CRO_T137096	8.23	0.12	0	0.36	0.9
CRO_T137097	0.78	0.21	0.25	0	0.5
CRO_T137098	0.17	0.8	0.66	1.74	0.97
CRO_T137099	1.03	1.2	1.59	0.64	4.48
CRO_T137101	0.25	0.25	0	0.25	0
CRO_T137103	2.77	3.39	2.96	1.22	1.54
CRO_T137104	0.19	0.53	0	0.55	0.24
CRO_T137106	5.99	6.75	6.04	16.74	11.34
CRO_T137107	0	2	1	0.24	0
CRO_T137108	0.23	0.31	0.72	0.18	0.25
CRO_T137109	9.95	8.49	3.02	8.22	3.36
CRO_T137110	6.62	15.73	17.7	187.81	72.6
CRO_T137111	0.74	2.76	0.45	6.9	15.23
CRO_T137112	1.65	3.3	3.08	4.2	4.17
CRO_T137113	1.29	1.27	0.76	1.31	2.89
CRO_T137114	2.64	5.8	3.56	2.24	2.43
CRO_T137115	1.24	1.04	1.27	1.23	0.61
CRO_T137116	5.23	0.07	0	0.04	0.15
CRO_T137117	481.61	17.31	14.35	50.74	31.62
CRO_T137118	0.46	0.75	0.51	0.42	0.41
CRO_T137120	0	0.62	2.05	1.05	0.43
CRO_T137121	1.98	0.22	0.18	0.54	0.43
CRO_T137123	0	0.15	0	0	0
CRO_T137125	3.33	4.74	4.62	3.51	5.46
CRO_T137126	0	0	0	0	0
CRO_T137127	0.11	0.11	0	0.4	0.25
CRO_T137129	111.8	0.79	2.04	4.82	4.35
CRO_T137130	2.24	5.2	2.86	0.35	1.85
CRO_T137131	35.63	7.92	8.43	72.86	8.71
CRO_T137132	51.95	157.14	229.68	40.17	48.1
CRO_T137133	0	0	0	0	0
CRO_T137135	3.57	3.08	7.13	4.99	4.33
CRO_T137136	1.59	1.06	0.35	0.43	0.63
CRO_T137137	0.11	0.11	0	0	0
CRO_T137138	21.34	21.95	19.09	33.82	33.73
CRO_T137139	11.53	14.69	7.39	44.76	33.53
CRO_T137140	6.89	7.81	5.65	5.05	10.04
CRO_T137141	0.18	0.09	0.27	0.05	0.21
CRO_T137142	0.53	1.33	1.58	0.23	1.83
CRO_T137143	4.94	10.99	4.26	5.21	0
CRO_T137144	0.12	0.12	0.15	0.21	0.08
CRO_T137145	79.31	49.79	39.97	32.77	57.14
CRO_T137146	0.25	1.87	1.79	12.89	0.75
CRO_T137147	0.3	0.24	0.65	0.14	0.76
CRO_T137148	0.39	0.95	1.44	0.35	1.09
CRO_T137149	10.84	13.79	10.23	11.87	11.58
CRO_T137151	0.11	0.05	0	0.06	0
CRO_T137152	0.55	0	0	0	0
CRO_T137153	0	0	0	0	0.32
CRO_T137155	0.21	0.21	0	0	0
CRO_T137156	0.15	0	0.35	0	0.16
CRO_T137157	83.71	140.79	167.34	66.23	78.37
CRO_T137158	167.58	126	138.49	181.7	200.92
CRO_T137159	71.14	82.68	106.27	82.53	87.31
CRO_T137160	30.18	21.15	15.95	50.4	27.53
CRO_T137161	76.88	51.5	55.83	80.14	89.77
CRO_T137163	29.85	6.5	4.73	8.02	4.92
CRO_T137164	54.47	91.79	115.44	21.21	52.12
CRO_T137165	18	16.33	12.51	12.76	14.22
CRO_T137166	22.68	29.64	26.82	16.58	25.97
CRO_T137167	184.69	2382.28	3648.81	4.88	177.64
CRO_T137168	37.71	24.88	21.48	69.98	75.34
CRO_T137169	10.61	9.82	8.01	14.62	15.16
CRO_T137170	0	0.13	0.33	0.16	0.25
CRO_T137171	0	0	0	0	0
CRO_T137172	0	0.23	0	0.26	0
CRO_T137173	2.31	3.38	3.33	24.39	2.32
CRO_T137174	1.13	2.84	0.64	1.59	0.93
CRO_T137175	2.61	4.05	2.27	8.12	4.11
CRO_T137178	1.66	0.51	0.54	0.9	1.81
CRO_T137179	1.2	0.22	0.49	2.1	2.84
CRO_T137180	2.78	3.15	2.53	4.52	4.67
CRO_T137182	4.73	5.99	12.85	4.15	7.54
CRO_T137183	40.4	7.24	4.75	7.28	10.81
CRO_T137184	27.7	19.7	17.72	15.98	28.48
CRO_T137185	1541.55	605.69	1028.3	1384.13	1496.3
CRO_T137186	0.12	0.12	0.16	0	0.34
CRO_T137187	29.49	59.17	39.97	35.96	53.07
CRO_T137188	2.51	8.5	1.8	3.76	5.67
CRO_T137189	123.66	93.37	127.1	71.68	45.4
CRO_T137190	76.31	71.3	61.57	71.05	60.87
CRO_T137192	22.61	16.34	14.84	29.63	20.55
CRO_T137193	1.46	0.88	0.92	19.84	1.81
CRO_T137194	0.46	0.31	0.38	0.54	0.35
CRO_T137195	3.17	0.24	0.76	1.18	1.71
CRO_T137196	1.13	2.16	2.08	6.02	1.43
CRO_T137197	1.83	4.13	4.11	3.54	3.08
CRO_T137198	7.25	5.61	2.22	0.83	2.66
CRO_T137199	0.78	1.05	0.73	0.79	1.03
CRO_T137200	0.35	0	0.43	0	0
CRO_T137201	33.33	1.18	0.47	11.55	0.83
CRO_T137203	12.43	7.03	4.8	7.12	5.31
CRO_T137204	5.51	6.84	11.59	5.96	6.84
CRO_T137205	0.03	0.32	0.03	0.12	0.18
CRO_T137206	199.52	40.48	38.91	74.58	64.62
CRO_T137207	85.29	11.57	17.52	96.25	72.27
CRO_T137210	33.65	35.37	42.37	38.3	42.24
CRO_T137211	49.68	28.06	30.33	75.71	59.18
CRO_T137212	34.14	30.76	22.76	10.19	10.73
CRO_T137213	4.54	1.59	2.41	1.71	0.82
CRO_T137214	216.37	58.25	50.76	31.78	36.44
CRO_T137215	14.54	74.26	51.52	75.85	91.21
CRO_T137216	1.99	5.74	3.42	15.95	20.52
CRO_T137217	0.51	0.95	0.32	0.81	0.29
CRO_T137218	0.14	0.15	0.17	0.16	0.33
CRO_T137219	1.11	0.18	0	0.55	1.28
CRO_T137221	31.41	44.06	35.77	44.32	35.4
CRO_T137222	0.38	0	0	0	0.39
CRO_T137223	12.24	9.57	8.21	12.14	7.99
CRO_T137224	3.2	0.41	0.18	46.48	3.55
CRO_T137225	1.34	0.55	1.52	1.67	0.66
CRO_T137226	3.64	5.89	4.14	6.77	4.6
CRO_T137227	263.08	257.77	379.5	508.19	474.44
CRO_T137228	0.84	7.76	1.26	22.68	31.34
CRO_T137229	0.73	4.15	0.98	9.77	19.08
CRO_T137230	69.07	45.04	30.93	44.88	48.92
CRO_T137231	1.32	0.94	1.34	1.2	2.04
CRO_T137232	10.3	0	1.92	2.28	4.74
CRO_T137233	11.04	10.78	8.99	9.39	12.73
CRO_T137234	28.82	20.23	16.82	19.45	28.12
CRO_T137235	20.78	53.65	98.05	15.35	23.82
CRO_T137236	0.45	0	0	0	0
CRO_T137237	1.52	6.13	3.19	2.38	4.83
CRO_T137238	126.66	104.02	96.12	86.99	102.66
CRO_T137239	21.74	20.38	18.25	20.64	25.57
CRO_T137240	28.97	31.47	24	69.87	67.24
CRO_T137241	32.08	13.14	14.12	23.65	24.49
CRO_T137242	0.42	0	0	0	0
CRO_T137243	1.88	3.37	2.73	2.77	2.36
CRO_T137244	0	0.16	0	0.17	0
CRO_T137245	0.12	0	0.15	0	0
CRO_T137246	0.2	0.44	0.26	0.07	0.18
CRO_T137247	0.69	0.35	0.26	0.87	1.4
CRO_T137249	0	0.4	0	0	0.8
CRO_T137251	8.3	16.93	19.28	12.22	31.73
CRO_T137252	0.08	0.3	0.29	0.39	0.64
CRO_T137253	22.34	20	11.03	14.68	11.96
CRO_T137254	10.25	26.49	26.14	8.45	14.74
CRO_T137256	40.17	8.12	9.75	185.16	8.35
CRO_T137257	17.84	16.33	13.74	29.01	28.27
CRO_T137258	11.89	6.67	7.13	10.64	7.8
CRO_T137259	37.91	18.56	22.03	36.15	39.73
CRO_T137260	0.8	1.27	0.71	0.89	0.59
CRO_T137262	2.44	1.18	1.78	5.4	3.43
CRO_T137263	5.07	2.54	1.31	43.24	4.08
CRO_T137264	53.85	48.14	49.18	26.7	45.36
CRO_T137265	0	0	0	0	0
CRO_T137266	74.87	264.47	228.82	89.97	95.4
CRO_T137267	25.51	19.81	19.59	26.48	32.17
CRO_T137269	15.72	8.08	9.04	11.55	14.12
CRO_T137270	102.41	70.17	71	113.97	83.53
CRO_T137271	0.14	0.13	0.18	0	0.19
CRO_T137272	16.64	34.18	26.96	11.18	21.61
CRO_T137274	98.33	0.13	0.24	3.53	1.76
CRO_T137275	1.16	1.07	0.69	13.37	4.92
CRO_T137276	0	0	0	0	0
CRO_T137277	32	140.28	101.82	7.2	29.63
CRO_T137278	33.13	57.31	47.25	243.63	634.2
CRO_T137279	11.16	8.54	8.4	15.26	12.86
CRO_T137280	21.79	71.16	79.11	170.85	163.43
CRO_T137281	4.41	1.74	2.01	2.88	3.03
CRO_T137282	823.67	435.98	409.57	599.76	796.71
CRO_T137283	26.22	99.89	53.16	48.36	96.98
CRO_T137284	100.83	41.72	38.86	59.03	101.92
CRO_T137285	0	0	0	0	0
CRO_T137286	27.62	31.26	27.74	38.59	34.74
CRO_T137287	9.43	14.38	12.02	13.16	12.2
CRO_T137288	12.04	10.72	9.56	12.71	17.76
CRO_T137289	102.04	23.91	26.69	87.44	79.52
CRO_T137290	0	0.11	0	0.25	0
CRO_T137291	0.15	0	0	0.17	0.2
CRO_T137292	26.25	35.21	19.03	34.18	40.54
CRO_T137293	0.38	0.17	0.22	0.13	0.15
CRO_T137295	5.25	41.27	26.58	2.21	8.41
CRO_T137296	47.77	21.33	19.13	48.46	75.72
CRO_T137297	7.13	8.41	10.77	1.16	2.55
CRO_T137298	15.69	31.16	23.4	16.71	21.62
CRO_T137299	2.03	1.73	0	3.19	3.65
CRO_T137300	28.86	29.88	25.12	28.04	30.57
CRO_T137301	31.38	22.35	20.51	14.57	30.12
CRO_T137303	0.31	1.43	1.42	0.71	1.33
CRO_T137304	92.85	66.46	43.19	143	70.65
CRO_T137306	0.48	0.05	0.21	0.14	0.28
CRO_T137307	0.87	1.2	0.34	2.34	0.87
CRO_T137308	6.63	4.64	7.03	5.23	5.05
CRO_T137312	7.71	29.93	6.72	2.25	31.6
CRO_T137313	0	0	0	0	0
CRO_T137314	0.17	0	0.21	0.34	0
CRO_T137315	0.39	0.5	0.27	0.87	0.79
CRO_T137318	0.18	0	0.1	49.02	2.58
CRO_T137319	6.47	6.84	3.61	8.74	7.25
CRO_T137322	0	0	0.37	0.39	0.56
CRO_T137323	75.6	34.47	29.47	2.19	20.07
CRO_T137324	0.36	0.98	0.7	0.46	0
CRO_T137325	1.98	2.64	0.92	1.73	1.94
CRO_T137326	2.83	18.68	18.04	1.55	2.45
CRO_T137328	0.51	0.25	0.11	0.16	0.32
CRO_T137329	1.3	1.19	2.13	0.24	1.29
CRO_T137330	0.41	0.07	0.29	0	0.23
CRO_T137331	2.26	8.02	2.87	1.79	1.74
CRO_T137332	0.49	0.31	0.23	0.28	0
CRO_T137333	0.47	0.42	1.08	1.37	0.5
CRO_T137334	42.42	9.59	7.93	185.68	319.11
CRO_T137336	0.16	0	0.19	0.35	0.43
CRO_T137337	16.44	82.26	91.14	7.15	17.45
CRO_T137338	527.91	241.85	293.18	389.04	272.27
CRO_T137339	1.89	0.17	0.39	0.52	2.19
CRO_T137340	0.4	3.04	1.44	5.48	2.5
CRO_T137341	0.72	0	0.37	1.26	1.48
CRO_T137342	4.98	2.61	1.25	3.86	2.57
CRO_T137343	0.26	0.17	0.2	0.81	0.51
CRO_T137344	26.82	38.78	26.73	29.98	38.55
CRO_T137345	0.92	9.75	1.38	13.61	27.79
CRO_T137346	0	0	0	0	0.25
CRO_T137347	1.98	1.45	2.15	2.09	1.75
CRO_T137348	0.66	0.22	0.48	0.2	0.93
CRO_T137349	17.4	25.65	18.49	21.79	25.6
CRO_T137351	3.36	1.43	1.02	4.69	2.41
CRO_T137352	18.49	12.84	6.56	19.18	15.81
CRO_T137354	45.43	17.97	14.46	29.6	32.7
CRO_T137355	5.81	2.45	2.93	2.71	6.36
CRO_T137356	1.1	1.49	1.48	3.63	0.19
CRO_T137357	44.03	42.36	32.88	44.92	53.04
CRO_T137360	7.75	4.26	2.1	9.12	6.7
CRO_T137361	0	0.32	0.31	0	0
CRO_T137362	0.17	0	0	0	0
CRO_T137364	0.2	0	0.95	0	0.76
CRO_T137365	56.33	110.76	170.64	8.74	55.74
CRO_T137366	40.38	64.18	55.48	72.99	94.78
CRO_T137368	1.05	1.72	0.96	4.25	4.58
CRO_T137369	0.29	1.25	2.14	2.13	2.89
CRO_T137370	15.34	18.95	70.49	303.3	44.55
CRO_T137371	0.07	0.07	0.08	0.15	0.03
CRO_T137372	0.18	0.47	0.52	1.8	0.72
CRO_T137373	5.37	20.83	4.29	11.94	22.35
CRO_T137374	88.61	25.87	18.05	49.88	48.16
CRO_T137375	10.39	14.56	9.1	12.46	17.93
CRO_T137376	97.02	9.48	7.54	180.68	40.29
CRO_T137377	0.37	0.97	1.39	2.68	0.16
CRO_T137378	0.68	0.39	0.95	1.67	1.33
CRO_T137379	4.32	14.51	1.06	7.42	4.49
CRO_T137380	0.08	0	0.23	0.09	0.5
CRO_T137382	0.6	4.21	2.97	4.54	0.46
CRO_T137383	0	0.38	0	0.62	0
CRO_T137384	0.27	0.48	0.32	21.88	15.26
CRO_T137385	25.47	51.97	29.52	36	51.34
CRO_T137386	21.32	38.87	32.61	29.31	52.25
CRO_T137387	12.33	15.93	17.32	12.62	28.37
CRO_T137389	0.12	0	0.15	0.14	0
CRO_T137390	0.94	1.46	1.96	1.66	2.29
CRO_T137391	0	0	0	0.08	0.08
CRO_T137392	0	0	0	0.92	0
CRO_T137393	0.8	2.05	1.4	1.86	1.48
CRO_T137394	51.88	59.51	79.52	18.42	36.38
CRO_T137395	0	0	0.72	1.12	0.34
CRO_T137396	5.76	9.33	8.42	17.79	10.94
CRO_T137397	1.13	0.34	0.73	1	0.76
CRO_T137399	0	0	0	0	0
CRO_T137401	1.53	1.21	0.59	0.96	1.6
CRO_T137403	0	0.16	0	0	0
CRO_T137405	8.84	8.29	12.58	9.54	13.06
CRO_T137406	0.39	0.07	0.09	0.18	0.5
CRO_T137407	0.13	0.25	0.28	0.23	0.22
CRO_T137408	0.71	0.32	0.45	0.12	0.18
CRO_T137410	0.72	0.38	0.25	0.29	1.32
CRO_T137411	0	0	0	0	0
CRO_T137412	0.06	0	0.07	0	0.06
CRO_T137414	0.44	1.92	1.93	0.55	0
CRO_T137415	0.31	0	0	0.14	0
CRO_T137417	0.11	0.11	0.14	0	0.15
CRO_T137418	10.51	4.45	8.54	14.84	8.82
CRO_T137419	41.61	29.4	24.61	84.74	51.38
CRO_T137420	20.14	31.66	21.07	41.11	31.42
CRO_T137424	0.47	0.67	0.39	0.77	0.78
CRO_T137425	0	0	0	0	0
CRO_T137426	3.85	4.05	5.1	7.81	4.01
CRO_T137429	0	0	0.16	0.3	0.27
CRO_T137431	0.62	0.61	0.47	0.24	0.22
CRO_T137432	0	0.55	0	1.31	0
CRO_T137433	0.23	0.21	0.23	0	0.49
CRO_T137434	1.03	1.47	0	0.21	0.89
CRO_T137435	23.59	5.96	7.04	0.53	2.78
CRO_T137436	0.38	0.39	0.37	0.44	1.05
CRO_T137437	0.18	0	0	0	0.11
CRO_T137438	0.43	1.08	0.42	0.73	0.99
CRO_T137439	0.99	0.17	0.42	0.54	0.4
CRO_T137440	2.42	3.48	1.15	1.38	1.7
CRO_T137441	0	0	0.24	0	0.52
CRO_T137443	11.43	7.55	7.09	9.34	15.64
CRO_T137444	0.24	0	0	0	0
CRO_T137445	0	0.42	0.52	0.23	0
CRO_T137447	0.17	0.3	0.33	0.55	0.32
CRO_T137448	0.5	2.71	7.48	0.12	0.44
CRO_T137449	1.51	1.68	1.61	0.56	0.71
CRO_T137450	0	0	0.2	0	0
CRO_T137451	3.7	1.76	2.67	4.64	4.78
CRO_T137452	1.42	0.6	0.44	29.1	0.49
CRO_T137454	1.03	0.31	0.33	0.81	0.65
CRO_T137455	0	0.36	0	0	0
CRO_T137456	0	0.31	0	0	0.81
CRO_T137457	0.21	0.35	0.97	0.46	0.33
CRO_T137460	6.3	5.69	3.87	6.66	16.85
CRO_T137461	31.2	34.35	34.5	30.83	47.17
CRO_T137462	29.15	74.15	57.63	18.13	30.02
CRO_T137463	0	0.72	0	0.25	0
CRO_T137464	0.08	0.17	0.71	0.39	0.19
CRO_T137465	56.93	41.37	41.71	39.07	36.9
CRO_T137466	0	0	0	0	0
CRO_T137467	1.3	0.96	0.19	0.9	2.25
CRO_T137468	10.48	7.41	5.36	43.84	20.87
CRO_T137469	0	0.2	0	0.26	0.28
CRO_T137470	0	0.08	0	0.1	0
CRO_T137472	0.49	0.37	0.11	0	0.78
CRO_T137473	0.23	0.13	0.71	0.15	0.15
CRO_T137474	0.1	0	0	0.11	0
CRO_T137475	0.64	0.56	0	0	0.41
CRO_T137476	0.41	0	0	0.35	0.51
CRO_T137478	0.03	0.05	0.03	0.05	0.04
CRO_T137479	68.44	28.45	29.82	43.44	40.83
CRO_T137481	0.61	0.43	0.51	0.45	0.72
CRO_T137483	16.97	29.72	18.78	29.48	10.77
CRO_T137484	0.86	1.07	1.02	0.53	1.16
CRO_T137485	6.14	8.29	7.61	14.54	12.59
CRO_T137486	141.68	54.66	52.2	93.26	94.09
CRO_T137487	24.66	1.1	1.63	4.89	2.26
CRO_T137489	0.49	0.22	0.85	0.26	1.26
CRO_T137490	5.8	16.01	8.19	4.61	0.87
CRO_T137491	30.52	24.65	11.26	30	14.08
CRO_T137492	47.87	50.42	30.54	51.55	62.85
CRO_T137493	0.3	0.36	0.24	0.48	0.31
CRO_T137494	0.5	0.26	0.89	0	0
CRO_T137495	0.96	0.44	1.1	1.71	1.74
CRO_T137496	4.63	3.82	1.98	5.49	6.77
CRO_T137497	2.05	0.84	2.72	1.42	1.63
CRO_T137499	0.67	0.27	0.17	0.95	2.3
CRO_T137500	1.06	0.33	0.78	0.35	0.93
CRO_T137503	14.04	3.12	2.16	30.89	18.76
CRO_T137504	49.52	20.21	14.16	32.33	21.99
CRO_T137505	1.01	0.53	2.18	0.61	1.59
CRO_T137506	104.98	46.19	45.69	60.4	95.28
CRO_T137507	90.08	62.9	48.33	58.27	68.98
CRO_T137508	1.53	1.2	0.94	1.01	2.86
CRO_T137510	2.89	4.9	6	5.8	4.71
CRO_T137511	2.14	2.43	2.23	0.53	2.57
CRO_T137512	5.07	7.6	6.41	2.47	3.42
CRO_T137513	7.32	5.29	4.68	2.67	4.42
CRO_T137514	5.76	7.26	5.63	3.49	3.7
CRO_T137515	7.04	4.85	5.16	3.42	4.96
CRO_T137516	0.29	0.82	1	1.91	0.21
CRO_T137517	1.3	1.29	4.42	4.91	5.23
CRO_T137518	0	0.14	0.1	0.09	0
CRO_T137519	24.62	17.58	17.3	28.24	28.55
CRO_T137520	1.23	0.23	1.42	0.57	0.51
CRO_T137521	0.1	0.23	0.14	40.75	9.13
CRO_T137522	0	1.36	0.63	5.25	4.01
CRO_T137524	3.4	14.78	7.64	8.85	15.65
CRO_T137525	616.46	109.86	119.76	904.38	878.95
CRO_T137526	231.89	26.45	46.42	247.18	331.74
CRO_T137527	413.35	87.91	111.74	703.78	562.63
CRO_T137529	0.13	0.42	0.2	0.1	0.18
CRO_T137530	2.64	0.1	0.11	0.77	0.35
CRO_T137531	13.14	8.76	8.62	19.91	16.07
CRO_T137533	0.22	0	0	0	0
CRO_T137534	0.26	0.68	0	0	0.39
CRO_T137535	8.5	9.56	10.52	31.23	16.16
CRO_T137536	29.92	159.59	47.28	4.5	74.49
CRO_T137537	2.02	3.77	4.76	1.77	1
CRO_T137538	1.96	3.41	1.94	3.46	3.26
CRO_T137539	0.33	0.17	0.9	2.11	0.32
CRO_T137542	0.28	0.22	0	0.77	1.02
CRO_T137543	2.42	0.49	1.26	2.01	1.35
CRO_T137544	0.08	0	0	0	0.09
CRO_T137545	12.47	42.59	37.93	5.84	11.65
CRO_T137546	35.97	43.91	37.13	33.96	33.5
CRO_T137547	22.81	26.13	24.77	23.45	20.95
CRO_T137548	25.95	21.19	17.46	19.84	21.79
CRO_T137549	0.24	0.55	0.26	0	0
CRO_T137550	0	0.13	0.48	0	0
CRO_T137551	0.47	0.49	0.5	0.78	0.99
CRO_T137552	89.71	36.86	45.48	92.05	76.32
CRO_T137553	149.37	45.98	35.74	57.93	83.15
CRO_T137554	1.43	1.21	1.18	1.77	1.69
CRO_T137556	217.97	83.07	53.38	84.09	110.63
CRO_T137557	0.5	1.48	0.35	1.85	0.81
CRO_T137558	0.29	0.76	0.42	0.64	0.66
CRO_T137559	0.12	0.08	0.05	0	0
CRO_T137560	0.4	0.94	0.89	0.51	0
CRO_T137561	18.16	15.24	14.06	13.21	16.96
CRO_T137562	14.31	13.89	10.94	10.22	16.16
CRO_T137565	0.52	0.65	0.7	1.46	1.39
CRO_T137566	4.18	1.61	2.5	0.84	2.91
CRO_T137567	1.04	0.25	1.61	0	1.22
CRO_T137568	0	0.59	0	0	0
CRO_T137569	35.27	29.35	28.69	25.91	30.27
CRO_T137571	0.96	1.73	1.71	2.52	1.91
CRO_T137573	39.95	40.84	37	74.77	52.55
CRO_T137574	0.18	0.1	0.06	0.37	0.43
CRO_T137575	1.78	0.84	1.47	2.09	1.12
CRO_T137576	1.37	0.67	1.43	1.17	1.71
CRO_T137577	1.7	21.96	4.22	8.72	16.9
CRO_T137578	0	0.32	0	0	0
CRO_T137579	0.24	0	0	0	0
CRO_T137580	0.22	0.95	1.45	0.3	0.53
CRO_T137583	156.13	37.77	22.45	3.55	114.35
CRO_T137584	4.41	6.09	5.99	6.56	6.13
CRO_T137585	25.65	29.95	18.64	40.58	23.47
CRO_T137586	23.06	19.39	21.04	3.92	21.42
CRO_T137587	9.48	11.07	20.12	10.45	23.33
CRO_T137588	13.33	10.76	9.67	12.62	15.15
CRO_T137589	4.97	7.34	6.22	15.89	15.86
CRO_T137590	0.51	0.25	0.51	0.59	0.88
CRO_T137593	3.74	1.06	1.25	16.94	0.74
CRO_T137594	7.17	1.62	4.45	3.67	8.23
CRO_T137595	0.45	4.28	1.27	1.59	0.61
CRO_T137596	22.1	15.56	13.85	16.13	10.56
CRO_T137597	67.52	89.11	67.16	100.14	102.2
CRO_T137598	0.75	1.28	2.35	5.19	1.53
CRO_T137599	60.74	55.09	43.12	37.88	54.82
CRO_T137600	48.1	42.93	32.42	30.35	25.73
CRO_T137601	1.14	0	1.83	0.41	0.78
CRO_T137602	0.16	4.29	0.85	0.7	1.73
CRO_T137603	2.75	1.28	1.12	0.23	0.44
CRO_T137605	0.28	1.51	0.2	0.49	3.07
CRO_T137606	0.47	0.15	0.11	0.13	0.11
CRO_T137607	0.84	0.85	0.69	0.75	0.82
CRO_T137608	0.26	0.27	1.9	1.33	0.52
CRO_T137609	0.45	0.45	0.25	0.71	0
CRO_T137610	0	0	0	0	0
CRO_T137611	1.44	0.63	0.2	161.83	3.14
CRO_T137612	8.82	5.84	3.84	58.19	28.87
CRO_T137613	2.03	0.98	0.48	123.17	5.6
CRO_T137614	0	0	0	0	0
CRO_T137615	6.55	2.65	14.72	3.85	11.77
CRO_T137616	0.4	0	0.91	0	0
CRO_T137617	15.34	2.59	0.66	86.12	10.45
CRO_T137618	148.58	1.76	11.8	2.04	1.53
CRO_T137619	33.99	15.58	9.85	19.46	18.16
CRO_T137620	0	0	0	0	1.21
CRO_T137621	13.49	8.74	7.81	18.89	13.6
CRO_T137623	0.23	0.35	0.35	0.68	0.72
CRO_T137624	0.35	0.76	0.39	29.04	15.7
CRO_T137625	0.04	0.37	0.19	99.52	14.9
CRO_T137626	1.5	3.39	3.08	4.59	5.36
CRO_T137628	1.36	0	0	0	0
CRO_T137629	1	0.6	1.29	7.15	0.96
CRO_T137630	0.14	0.41	0.49	0.35	0.41
CRO_T137631	0.06	0.13	0.23	0	0.15
CRO_T137632	8.72	39.05	38.55	4.5	13.79
CRO_T137633	29.97	15.74	16.72	15.38	11.65
CRO_T137634	2.7	3.2	2.77	0.93	2.13
CRO_T137635	0	0.73	0	0	0
CRO_T137636	19.03	24.27	21.59	39.57	22.39
CRO_T137637	28.56	24.51	24.27	54.52	34.18
CRO_T137638	73.81	34.69	35.72	82.03	61.28
CRO_T137639	0.19	0	0	0.31	0.59
CRO_T137640	0	0.67	0.26	0	0.25
CRO_T137641	0	0.18	0	0	0.18
CRO_T137642	0.83	0.31	0.33	0.99	0.27
CRO_T137643	46.52	37.6	29.14	41.65	39.01
CRO_T137644	16.47	18.23	15.81	26.67	7.78
CRO_T137645	5.18	4.17	3.8	5.35	4.1
CRO_T137646	16.13	11.94	12.32	9.87	14.91
CRO_T137647	13.55	5.17	4.05	5.1	5.16
CRO_T137648	0.11	0.05	0.22	0.11	0.06
CRO_T137650	195.82	75.65	70.59	64.76	74.78
CRO_T137651	0.08	0	0.2	0.19	0.19
CRO_T137652	20.41	19.35	17.54	16.11	35.43
CRO_T137653	30.36	24.68	20.28	53.78	56.6
CRO_T137654	1.47	1.39	2.36	1.37	2.4
CRO_T137655	42.71	0.51	0.92	5.1	1.08
CRO_T137657	7.4	4.4	1.95	2.1	3.71
CRO_T137658	0.15	0	0	0	0
CRO_T137659	2.06	0	0	0	0
CRO_T137660	0.58	0.15	0.2	0.22	0.31
CRO_T137661	0.24	0.13	0.13	0.15	0
CRO_T137662	0.49	0.33	0.29	0.75	0.33
CRO_T137663	35.65	36.98	27.52	40.07	38.2
CRO_T137664	9.69	12.29	12.32	15.56	13.2
CRO_T137665	35.18	4.56	4.37	7.29	6.57
CRO_T137668	0.31	0	0.35	0	0
CRO_T137669	2.67	1.64	1.12	2.14	2.29
CRO_T137670	24.54	18.52	35.94	20.85	29.75
CRO_T137671	0.22	0	0.15	0.24	0
CRO_T137672	1442.64	646	987.44	20.85	806.69
CRO_T137673	0.88	2.2	0.9	1.44	1.85
CRO_T137674	0.33	0	0	0.13	1.41
CRO_T137675	2.57	2.4	0.51	2.16	0.9
CRO_T137676	0.27	2.59	2.34	7.69	1.42
CRO_T137677	0.13	0.63	0.29	2.52	0.15
CRO_T137679	0.75	1.38	1.08	5.42	1.66
CRO_T137681	0.43	1.32	2.21	6.16	0.49
CRO_T137682	19.55	48.35	160.01	13.54	23.04
CRO_T137683	0.6	1.21	1.08	4.72	1.4
CRO_T137684	0.16	0	0.24	0	0.65
CRO_T137685	0	0.14	0	0	0.14
CRO_T137686	0.17	0.18	0.47	0	0
CRO_T137687	11.89	24.51	23.77	7.57	7.32
